filename,label,area,equivalent_diameter,centroid-0,centroid-1,area_sqmicron,eq_diam_micron
"15 09 2 uM.tif [slice 1, PNG-style]",1,48.0,7.817640190446719,8.166666666666666,270.3333333333333,1.92,1.5635280380893437
"15 09 2 uM.tif [slice 1, PNG-style]",2,12.0,3.9088200952233594,9.0,403.5,0.48,0.7817640190446719
"15 09 2 uM.tif [slice 1, PNG-style]",3,24.0,5.527906391541368,10.833333333333334,350.1666666666667,0.96,1.1055812783082737
"15 09 2 uM.tif [slice 1, PNG-style]",4,12.0,3.9088200952233594,12.0,403.5,0.48,0.7817640190446719
"15 09 2 uM.tif [slice 1, PNG-style]",5,12.0,3.9088200952233594,13.5,283.0,0.48,0.7817640190446719
"15 09 2 uM.tif [slice 1, PNG-style]",6,12.0,3.9088200952233594,13.5,286.0,0.48,0.7817640190446719
"15 09 2 uM.tif [slice 1, PNG-style]",7,20.0,5.046265044040321,14.5,124.5,0.8,1.0092530088080642
"15 09 2 uM.tif [slice 1, PNG-style]",8,28.0,5.970821321441846,14.5,860.5,1.12,1.1941642642883692
"15 09 2 uM.tif [slice 1, PNG-style]",9,32.0,6.383076486422923,15.5,974.5,1.28,1.2766152972845846
"15 09 2 uM.tif [slice 1, PNG-style]",10,36.0,6.770275002573076,17.38888888888889,395.3888888888889,1.44,1.3540550005146152
"15 09 2 uM.tif [slice 1, PNG-style]",11,76.0,9.83698151873187,21.236842105263158,850.078947368421,3.04,1.967396303746374
"15 09 2 uM.tif [slice 1, PNG-style]",12,24.0,5.527906391541368,20.833333333333332,674.8333333333334,0.96,1.1055812783082737
"15 09 2 uM.tif [slice 1, PNG-style]",13,17.0,4.652426491681278,23.529411764705884,835.6470588235294,0.68,0.9304852983362556
"15 09 2 uM.tif [slice 1, PNG-style]",14,28.0,5.970821321441846,23.928571428571427,348.5,1.12,1.1941642642883692
"15 09 2 uM.tif [slice 1, PNG-style]",15,92.0,10.823032759612019,24.67391304347826,317.54347826086956,3.68,2.164606551922404
"15 09 2 uM.tif [slice 1, PNG-style]",16,12.0,3.9088200952233594,25.5,335.0,0.48,0.7817640190446719
